TP_FUNDO;CNPJ_FUNDO;DT_REG;CNPJ_AUDITOR;AUDITOR
FIDC;09.019.111/0001-14;2007-11-14;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.022.261/0001-87;2007-10-31;67.634.717/0001-66;BWEL AUDITORES INDEPENDENTES SOCIEDADE SIMPLES
FIDC;09.057.948/0001-58;2007-09-27;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;09.061.539/0001-25;2008-04-04;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.072.384/0001-22;2014-04-01;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;09.081.636/0001-80;2007-10-31;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;09.081.663/0001-52;2007-10-31;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;09.094.233/0001-75;2007-10-31;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;09.104.359/0001-83;2010-03-26;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;09.111.844/0001-84;2007-10-31;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.115.244/0001-94;2007-10-31;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.128.053/0001-67;2007-11-08;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.137.729/0001-89;2007-11-07;15.454.120/0001-36;MGI ASSURANCE AUDITORES INDEPENDENTES SS
FIDC;09.147.693/0001-14;2007-11-29;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.151.203/0001-53;2007-12-14;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.156.819/0001-17;2007-11-07;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.163.026/0001-25;2007-12-07;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;09.172.117/0001-27;2008-02-19;15.454.120/0001-36;MGI ASSURANCE AUDITORES INDEPENDENTES SS
FIDC;09.172.816/0001-77;2009-12-11;49.939.978/0001-02;MAZARS & GUÉRARD AUDITORES INDEPENDENTES
FIDC;09.194.715/0001-05;2007-12-21;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIDC;09.194.841/0001-51;2007-11-30;18.596.945/0001-83;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES S/S
FIDC;09.195.235/0001-50;2007-11-23;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.207.285/0001-00;2008-04-15;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.217.017/0001-70;2008-07-02;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIDC;09.217.024/0001-71;2009-02-20;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIDC;09.220.444/0001-07;2008-06-03;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;09.221.411/0001-81;2008-02-11;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
FIDC;09.228.406/0001-09;2008-05-21;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;09.228.661/0001-43;2007-12-18;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.236.210/0001-58;2007-12-18;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.238.901/0001-90;2008-01-18;67.634.717/0001-66;BWEL AUDITORES INDEPENDENTES SOCIEDADE SIMPLES
FIDC;09.239.216/0001-89;2008-06-18;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;09.240.356/0001-77;2008-05-30;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;09.256.825/0001-46;2008-01-18;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.257.784/0001-02;2007-12-26;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;09.259.489/0001-95;2009-06-03;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.260.031/0001-56;2007-12-28;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;09.263.012/0001-83;2007-12-26;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.266.437/0001-46;2010-11-16;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;09.266.450/0001-03;2008-03-18;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.275.563/0001-67;2008-03-27;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.285.161/0001-43;2008-08-04;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.290.649/0001-69;2008-02-01;67.634.717/0001-66;BWEL AUDITORES INDEPENDENTES SOCIEDADE SIMPLES
FIDC;09.297.712/0001-99;2008-03-31;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;09.305.307/0001-75;2009-01-28;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIDC;09.308.952/0001-41;2008-08-04;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.311.253/0001-50;2008-02-26;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.328.993/0001-08;2008-04-11;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.329.339/0001-00;2008-02-15;07.037.795/0001-51;AUDIFACTOR AUDITORES INDEPENDENTES S/S
FIDC;09.343.597/0001-41;2008-07-01;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;09.363.400/0001-36;2013-04-26;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;09.374.172/0001-08;2008-06-10;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.391.881/0001-93;2008-07-18;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.405.517/0001-35;2008-03-20;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.410.142/0001-00;2008-04-24;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;09.414.255/0001-75;2008-05-21;15.454.120/0001-36;MGI ASSURANCE AUDITORES INDEPENDENTES SS
FIDC;09.443.633/0001-49;2008-04-03;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.455.141/0001-73;2009-03-18;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.464.001/0001-61;2008-06-02;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.469.984/0001-29;2008-06-11;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.519.223/0001-34;2008-09-19;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIDC;09.520.712/0001-06;2013-01-02;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;09.527.140/0001-97;2012-11-14;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;09.542.006/0001-65;2008-08-04;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.558.625/0001-48;2008-07-30;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.564.520/0001-00;2008-08-21;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.572.377/0001-90;2008-06-10;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.577.033/0001-73;2009-09-10;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIDC;09.577.075/0001-04;2009-11-04;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIDC;09.577.102/0001-49;2008-09-16;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.583.146/0001-81;2008-09-03;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;09.583.906/0001-50;2008-06-12;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIDC;09.584.892/0001-90;2008-07-08;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;09.603.830/0001-88;2010-02-12;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIDC;09.605.853/0001-21;2008-10-15;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.609.468/0001-52;2011-11-16;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
FIDC;09.620.060/0001-81;2009-06-08;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;09.630.103/0001-00;2008-09-30;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;09.636.040/0001-07;2008-07-29;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
FIDC;09.660.825/0001-07;2008-07-02;67.634.717/0001-66;BWEL AUDITORES INDEPENDENTES SOCIEDADE SIMPLES
FIDC;10.145.630/0001-08;2008-07-31;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;10.157.813/0001-43;2008-09-12;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.173.333/0001-76;2008-09-25;07.037.795/0001-51;AUDIFACTOR AUDITORES INDEPENDENTES S/S
FIDC;10.202.726/0001-60;2009-04-14;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;10.210.220/0001-01;2008-09-10;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.214.151/0001-04;2013-12-20;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.237.131/0001-40;2009-03-16;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;10.269.029/0001-27;2009-12-02;16.549.480/0001-84;RSM BRASIL AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;10.280.897/0001-08;2009-01-12;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.288.773/0001-79;2008-09-01;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.288.809/0001-14;2008-10-31;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.308.464/0001-13;2008-11-10;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIDC;10.322.666/0001-10;2009-03-04;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;10.331.381/0001-45;2008-09-16;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.338.491/0001-39;2009-08-20;05.452.311/0001-05;CONFIANCE AUDITORES INDEPENDENTES
FIDC;10.340.375/0001-54;2009-07-02;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.340.515/0001-94;2008-10-31;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.341.638/0001-40;2009-11-19;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;10.344.019/0001-09;2008-11-21;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.347.575/0001-39;2009-06-19;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.347.834/0001-21;2010-10-20;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.362.512/0001-51;2009-01-14;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.369.218/0001-71;2008-09-29;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.370.006/0001-04;2008-09-30;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.373.627/0001-41;2011-08-17;40.262.602/0001-31;BKR - LOPES, MACHADO AUDITORES
FIDC;10.375.338/0001-81;2008-10-02;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.382.122/0001-43;2008-10-06;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.382.169/0001-07;2008-10-06;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.382.175/0001-64;2008-10-06;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.382.184/0001-55;2008-10-06;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.382.189/0001-88;2008-10-06;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.382.200/0001-00;2008-10-06;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.382.211/0001-90;2008-10-06;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.382.250/0001-97;2008-10-06;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;10.382.267/0001-44;2008-10-06;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.382.285/0001-26;2008-10-06;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.424.100/0001-07;2009-01-16;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIDC;10.434.089/0001-58;2008-12-26;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;10.434.230/0001-12;2008-10-31;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.434.237/0001-34;2008-10-31;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.434.240/0001-58;2008-10-31;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.434.250/0001-93;2008-10-31;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.434.255/0001-16;2008-10-31;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.434.644/0001-41;2008-11-05;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.436.207/0001-67;2008-12-19;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.437.999/0001-94;2008-11-26;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.438.011/0001-01;2008-11-26;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.438.017/0001-89;2008-11-26;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.438.031/0001-82;2008-11-26;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.438.038/0001-02;2008-11-26;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.456.640/0001-64;2010-09-28;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;10.468.245/0001-00;2008-12-19;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.496.436/0001-77;2018-02-01;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;10.506.595/0001-05;2008-12-19;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;10.509.884/0001-68;2010-02-12;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.522.800/0001-26;2008-12-22;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.528.349/0001-54;2009-11-04;42.165.506/0001-09;AUDIPEC AUDITORIA E PERÍCIA CONTÁBIL S/S
FIDC;10.531.173/0001-90;2009-01-07;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.532.005/0001-19;2008-12-18;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.532.013/0001-65;2008-12-18;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.532.020/0001-67;2008-12-18;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.532.032/0001-91;2008-12-18;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.532.033/0001-36;2008-12-18;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.541.769/0001-70;2011-12-02;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.545.253/0001-02;2009-01-09;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;10.545.417/0001-93;2009-01-23;67.634.717/0001-66;BWEL AUDITORES INDEPENDENTES SOCIEDADE SIMPLES
FIDC;10.612.427/0001-02;2009-02-19;40.262.602/0001-31;BKR - LOPES, MACHADO AUDITORES
FIDC;10.613.882/0001-14;2009-02-10;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;10.614.432/0001-46;2016-06-23;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;10.614.434/0001-35;2009-02-17;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;10.640.343/0001-74;2009-02-20;67.634.717/0001-66;BWEL AUDITORES INDEPENDENTES SOCIEDADE SIMPLES
FIDC;10.658.051/0001-69;2009-03-13;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;10.697.905/0001-16;2009-03-20;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.726.863/0001-02;2009-04-20;42.165.506/0001-09;AUDIPEC AUDITORIA E PERÍCIA CONTÁBIL S/S
FIDC;10.739.617/0001-87;2009-05-12;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
FIDC;10.740.479/0001-56;2009-10-20;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;10.756.703/0001-06;2012-01-06;40.262.602/0001-31;BKR - LOPES, MACHADO AUDITORES
FIDC;10.759.034/0001-18;2009-06-01;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
FIDC;10.768.419/0001-41;2009-06-10;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;10.772.734/0001-42;2009-05-06;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;10.774.307/0001-01;2009-06-10;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;10.791.780/0001-99;2009-05-05;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.797.027/0001-00;2009-05-07;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;10.810.396/0001-96;2014-07-17;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;10.814.233/0001-81;2009-12-18;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;10.817.123/0001-73;2009-07-13;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.839.491/0001-12;2009-07-08;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.841.829/0001-70;2011-08-31;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;10.841.847/0001-52;2009-06-03;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;10.842.004/0001-70;2009-05-29;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.842.374/0001-08;2009-05-25;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;10.859.381/0001-12;2009-08-27;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;10.896.292/0001-46;2009-12-09;42.165.506/0001-09;AUDIPEC AUDITORIA E PERÍCIA CONTÁBIL S/S
FIDC;10.899.601/0001-31;2009-06-23;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;10.922.541/0001-20;2010-01-14;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;10.941.800/0001-60;2011-02-15;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;10.941.823/0001-75;2010-12-21;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;10.982.867/0001-43;2009-10-28;77.998.276/0001-35;CONSULT - AUDITORES INDEPENDENTES
FIDC;10.985.139/0001-95;2016-03-21;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;10.989.464/0001-26;2009-10-27;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;10.996.108/0001-30;2009-07-29;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;11.002.388/0001-86;2009-08-05;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;11.003.181/0001-26;2010-03-16;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;11.026.623/0001-50;2009-10-06;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;11.032.462/0001-07;2009-08-28;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;11.088.794/0001-03;2009-08-28;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;11.091.293/0001-86;2009-10-19;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;11.095.113/0001-34;2009-09-04;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;11.122.490/0001-15;2009-12-18;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;11.122.821/0001-17;2009-10-08;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;11.128.884/0001-80;2009-10-05;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;11.137.038/0001-27;2010-01-15;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;11.140.325/0001-96;2009-09-16;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIDC;11.142.832/0001-69;2009-10-08;67.634.717/0001-66;BWEL AUDITORES INDEPENDENTES SOCIEDADE SIMPLES
FIDC;11.145.197/0001-73;2009-10-05;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;11.175.012/0001-73;2009-10-06;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;11.190.431/0001-84;2009-11-13;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;11.198.684/0001-02;2009-10-19;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;11.203.571/0001-40;2011-11-14;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES
FIDC;11.225.344/0001-15;2010-05-21;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;11.225.817/0001-84;2009-11-27;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;11.230.727/0001-81;2009-10-28;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES
FIDC;11.237.540/0001-00;2010-02-26;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;11.260.173/0001-65;2009-12-08;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;11.261.368/0001-20;2009-11-09;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;11.278.444/0001-00;2009-11-18;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;11.278.761/0001-26;2012-08-08;05.452.311/0001-05;CONFIANCE AUDITORES INDEPENDENTES
FIDC;11.278.761/0001-26;2009-12-02;67.634.717/0001-66;BWEL AUDITORES INDEPENDENTES SOCIEDADE SIMPLES
FIDC;11.281.021/0001-49;2010-01-14;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;11.286.105/0001-75;2009-11-16;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;11.286.105/0001-75;2015-01-30;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;11.305.050/0001-01;2009-12-14;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;11.313.971/0001-08;2009-12-22;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;11.323.793/0001-04;2009-12-30;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;11.341.309/0001-61;2010-01-08;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;11.351.407/0001-80;2009-12-11;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;11.351.413/0001-37;2009-12-14;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES
FIDC;11.369.871/0001-01;2009-12-11;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;11.370.040/0001-41;2010-01-14;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;11.370.045/0001-74;2009-12-10;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;11.375.619/0001-05;2010-06-02;26.230.862/0001-02;BAKER TILLY BRASIL MG AUDITORES INDEPENDENTES
FIDC;11.377.129/0001-30;2010-05-21;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;11.384.634/0001-01;2010-06-30;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;11.390.498/0001-62;2009-12-11;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;11.396.931/0001-77;2009-12-24;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;11.428.115/0001-06;2009-12-29;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;11.428.816/0001-37;2010-03-04;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;11.429.000/0001-28;2010-01-25;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;11.432.314/0001-80;2010-02-24;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
FIDC;11.439.669/0001-09;2010-01-22;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES
FIDC;11.461.546/0001-66;2010-07-20;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES
FIDC;11.461.774/0001-36;2011-01-11;61.366.936/0001-25;ERNST & YOUNG AUDITORES INDEPENDENTES S/S
FIDC;11.468.186/0001-24;2015-09-08;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;11.468.192/0001-81;2016-04-25;19.280.834/0001-26;NEXT AUDITORES INDEPENDENTES S/S
FIDC;11.468.198/0001-59;2013-01-07;05.452.311/0001-05;CONFIANCE AUDITORES INDEPENDENTES
FIDC;11.489.344/0001-22;2011-12-15;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES
