ident_ativo;nm_ativo;eh_fundo_vedado;nm_fundo;cnpj_admin;cnpj_gestor;enquad_sprev;enquad_sprev_pad;atende_art15;DENOM_SOCIAL;DT_REG;DT_CONST;DT_CANCEL;SIT;DT_INI_SIT;DT_INI_ATIV;DT_INI_EXERC;DT_FIM_EXERC;CLASSE;DT_INI_CLASSE;RENTAB_FUNDO;CONDOM;FUNDO_COTAS;FUNDO_EXCLUSIVO;TRIB_LPRAZO;INVEST_QUALIF;TAXA_PERFM;INF_TAXA_PERFM;TAXA_ADM;INF_TAXA_ADM;VL_PATRIM_LIQ.x;DT_PATRIM_LIQ;TP_FUNDO;qtd_rpps_investindo;eh_investigado;DT_COMPTC;VL_PATRIM_LIQ.y;NR_COTST
04881682000140; BB AÇÕES VALE;0;BB AÇÕES VALE FUNDO DE INVESTIMENTO;30822936;30822936;Artigo 8º, Inciso II, 'a';ART8IIA; 1;BB AÇÕES VALE FUNDO DE INVESTIMENTO;2005-03-21;2002-02-07;NA;EM FUNCIONAMENTO NORMAL;2005-01-12;2002-02-26;2019-10-01;2020-09-30;Fundo de Ações;2005-01-12;Ibovespa;Aberto;N;N;NA;N;  0;NA;2;NA;734454334.69;2020-05-29;NA;   5;0;2020-05-29;  734454334,7; 32694
04885820000169; CAIXA FI AÇÕES VALE DO RIO DOCE;0;FUNDO DE INVESTIMENTO EM AÇÕES CAIXA VALE DO RIO DOCE;00360305;00360305;Artigo 8º, Inciso II, 'a';ART8IIA; 1;FUNDO DE INVESTIMENTO EM AÇÕES CAIXA VALE DO RIO DOCE;2004-12-22;2002-02-08;NA;EM FUNCIONAMENTO NORMAL;2004-12-02;2002-02-20;2019-10-01;2020-09-30;Fundo de Ações;2004-12-02;NA;Aberto;N;N;NA;N;  0;NA;2;NA;548307884.94;2020-05-29;NA;   5;0;2020-05-29;  548307884,9; 18306
05073656000158; ITAÚ IMA-B ATIVO FIC RENDA FIXA;0;ITAÚ RENDA FIXA IMA-B ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;60701190;60701190;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;ITAÚ RENDA FIXA IMA-B ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2005-03-14;2002-05-10;NA;EM FUNCIONAMENTO NORMAL;2005-03-11;2002-10-17;2019-12-01;2020-11-30;Fundo de Renda Fixa;2005-03-11;Índice de Mercado Andima todas NTN-B;Aberto;S;N;S;N;NA;NA;0.5;NA;418397514.74;2020-05-29;NA;  51;0;2020-05-29;  418397514,7;    90
05073656000158; ITAÚ IMA-B ATIVO FIC RENDA FIXA;0;ITAÚ RENDA FIXA IMA-B ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;60701190;60701190;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;ITAÚ RENDA FIXA IMA-B ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2003-04-30;2002-05-10;2005-03-11;CANCELADA;2005-03-11;NA;2005-01-01;2005-12-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIF;  51;0;2020-05-29;  418397514,7;    90
05100191000187; BB DIVIDENDOS FIC AÇÕES;0;BB AÇÕES DIVIDENDOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;30822936;30822936;Artigo 8º, Inciso II, 'a';ART8IIA; 1;BB AÇÕES DIVIDENDOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2005-03-23;2002-06-05;NA;EM FUNCIONAMENTO NORMAL;2005-03-12;2002-07-18;2019-10-01;2020-09-30;Fundo de Ações;2005-03-12;OUTROS;Aberto;S;N;NA;N;  0;NA;2;NA;851341431.12;2020-05-29;NA;  56;0;2020-05-29;  851341431,1; 32548
05100213000109; BB AÇÕES EXPORTAÇÃO FIC FI;0;BB AÇÕES EXPORTAÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;30822936;30822936;Artigo 8º, Inciso II, 'a';ART8IIA; 1;BB AÇÕES EXPORTAÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2005-03-23;2002-06-05;NA;EM FUNCIONAMENTO NORMAL;2005-03-12;2002-07-22;2019-10-01;2020-09-30;Fundo de Ações;2005-03-12;Ibovespa;Aberto;S;N;NA;N;  0;NA;2;NA;66719018.71;2020-05-29;NA;   3;0;2020-05-29;   66719018,7;  5230
05100221000155; BB AÇÕES SMALL CAPS FIC DE FI;0;BB AÇÕES SMALL CAPS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;30822936;30822936;Artigo 8º, Inciso II, 'a';ART8IIA; 1;BB AÇÕES SMALL CAPS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2005-03-23;2002-06-05;NA;EM FUNCIONAMENTO NORMAL;2005-03-12;2002-07-18;2019-10-01;2020-09-30;Fundo de Ações;2005-03-12;OUTROS;Aberto;S;N;NA;N;  0;NA;2;NA;378598295.66;2020-05-29;NA;  34;0;2020-05-29;  378598295,7; 18971
05102500000158; BB AUTOMÁTICO MAIS FIC RENDA FIXA CURTO PRAZO;0;BB RENDA FIXA CURTO PRAZO AUTOMATICO MAIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;30822936;30822936;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;BB RENDA FIXA CURTO PRAZO AUTOMATICO MAIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2005-03-29;2002-06-26;NA;EM FUNCIONAMENTO NORMAL;2005-03-24;2002-06-26;2020-04-01;2021-03-31;Fundo de Renda Fixa;2016-05-06;DI de um dia;Aberto;S;N;N;N;  0;NA;2.25;NA;20113232613.40;2020-05-29;NA;   3;0;2020-05-29;20113232613,4;984773
05102500000158; BB AUTOMÁTICO MAIS FIC RENDA FIXA CURTO PRAZO;0;BB RENDA FIXA CURTO PRAZO AUTOMATICO MAIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;30822936;30822936;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;BB RENDA FIXA CURTO PRAZO AUTOMATICO MAIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2003-04-30;2002-06-26;2005-03-24;CANCELADA;2005-03-24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FACFIF;   3;0;2020-05-29;20113232613,4;984773
05104498000156; BNP PARIBAS INFLAÇÃO FIC RENDA FIXA;0;BNP PARIBAS INFLAÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;01522368;02562663;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;BNP PARIBAS INFLAÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;2005-03-22;2002-10-07;NA;EM FUNCIONAMENTO NORMAL;2005-03-21;2002-10-07;2019-09-01;2020-08-31;Fundo de Renda Fixa;2005-03-21;NA;Aberto;S;N;S;N;  0;NA;0.5;NA;306753506.14;2020-05-29;NA;   7;0;2020-05-29;  306753506,1;  9849
05104498000156; BNP PARIBAS INFLAÇÃO FIC RENDA FIXA;0;BNP PARIBAS INFLAÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;01522368;02562663;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;BNP PARIBAS INFLAÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;2003-04-30;2002-10-07;2005-03-21;CANCELADA;2005-03-21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIF;   7;0;2020-05-29;  306753506,1;  9849
05114716000133; CAIXA FÁCIL FIC RENDA FIXA SIMPLES;0;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA FÁCIL RENDA FIXA SIMPLES;00360305;00360305;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA FÁCIL RENDA FIXA SIMPLES;2004-12-22;2003-02-24;NA;EM FUNCIONAMENTO NORMAL;2004-12-02;2003-02-24;2019-07-01;2020-06-30;Fundo de Renda Fixa;2015-11-25;NA;Aberto;S;N;N;N;  0;NA;2;NA;426869339.27;2020-05-29;NA;  27;0;2020-05-29;  426869339,3; 27942
05114716000133; CAIXA FÁCIL FIC RENDA FIXA SIMPLES;0;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA FÁCIL RENDA FIXA SIMPLES;00360305;00360305;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA FÁCIL RENDA FIXA SIMPLES;2003-04-30;2003-02-24;2004-12-02;CANCELADA;2004-12-02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIF;  27;0;2020-05-29;  426869339,3; 27942
05164356000184; CAIXA FI BRASIL TÍTULOS PÚBLICOS RF;0;FUNDO DE INVESTIMENTO CAIXA BRASIL TÍTULOS PÚBLICOS RENDA FIXA LONGO PRAZO;00360305;00360305;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;FUNDO DE INVESTIMENTO CAIXA BRASIL TÍTULOS PÚBLICOS RENDA FIXA LONGO PRAZO;2006-02-09;2006-02-09;NA;EM FUNCIONAMENTO NORMAL;2006-02-10;2006-02-10;2020-01-01;2020-12-31;Fundo de Renda Fixa;2006-02-09;NA;Aberto;N;N;S;N;  0;NA;0.2;NA;4436706354.03;2020-05-29;NA; 362;0;2020-05-29; 4436706354,0;   437
05164358000173; CAIXA ALIANÇA TÍTULOS PÚBLICOS FI RENDA FIXA;0;FUNDO DE INVESTIMENTO CAIXA ALIANÇA TÍTULOS PÚBLICOS RENDA FIXA;00360305;00360305;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;FUNDO DE INVESTIMENTO CAIXA ALIANÇA TÍTULOS PÚBLICOS RENDA FIXA;2005-10-26;2005-10-25;NA;EM FUNCIONAMENTO NORMAL;2005-11-01;2005-11-01;2020-01-01;2020-12-31;Fundo de Renda Fixa;2005-10-25;NA;Aberto;N;N;N;N;  0;NA;0.2;NA;291781776.92;2020-05-29;NA; 111;0;2020-05-29;  291781776,9;   105
05164364000120; CAIXA FI RS TP RF LP;0;FUNDO DE INVESTIMENTO CAIXA RS TÍTULOS PÚBLICOS RENDA FIXA LONGO PRAZO;00360305;00360305;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;FUNDO DE INVESTIMENTO CAIXA RS TÍTULOS PÚBLICOS RENDA FIXA LONGO PRAZO;2005-05-16;2005-05-05;NA;EM FUNCIONAMENTO NORMAL;2005-07-18;2005-07-18;2020-01-01;2020-12-31;Fundo de Renda Fixa;2005-05-05;NA;Aberto;N;N;S;N;  0;NA;0.2;NA;238422960.60;2020-05-29;NA;  99;0;2020-05-29;  238422960,6;    86
05357507000110; BANESTES INSTITUCIONAL RENDA FIXA;0;BANESTES INSTITUCIONAL FUNDO DE INVESTIMENTO RENDA FIXA;28127603;28156057;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;BANESTES INSTITUCIONAL FUNDO DE INVESTIMENTO RENDA FIXA;2005-04-20;2003-02-21;NA;EM FUNCIONAMENTO NORMAL;2005-04-15;2003-02-21;2020-01-01;2020-12-31;Fundo de Renda Fixa;2005-04-15;Índice de Mercado Andima todas NTN-B;Aberto;N;N;N;N;  0;NA;0.2;NA;225670767.85;2020-05-29;NA;  22;0;2020-05-29;  225670767,8;   202
05357507000110; BANESTES INSTITUCIONAL RENDA FIXA;0;BANESTES INSTITUCIONAL FUNDO DE INVESTIMENTO RENDA FIXA;28127603;28156057;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;BANESTES INSTITUCIONAL FUNDO DE INVESTIMENTO RENDA FIXA;2003-04-30;2003-02-21;2005-04-15;CANCELADA;2005-04-15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIF;  22;0;2020-05-29;  225670767,8;   202
05500127000193; INFINITY INSTITUCIONAL FI MULTIMERCADO;0;INFINITY INSTITUCIONAL FUNDO DE INVESTIMENTO MULTIMERCADO;00806535;03403181;Artigo 8º, Inciso III;ART8III; 0;INFINITY INSTITUCIONAL FUNDO DE INVESTIMENTO MULTIMERCADO;2005-03-07;2003-02-27;NA;EM FUNCIONAMENTO NORMAL;2005-02-28;2003-02-27;2020-01-01;2020-12-31;Fundo Multimercado;2005-02-28;DI de um dia;Aberto;N;N;S;N; 20;NA;1;NA;58962373.05;2020-05-29;NA;  56;0;2020-05-29;   58962373,0;    44
05500127000193; INFINITY INSTITUCIONAL FI MULTIMERCADO;0;INFINITY INSTITUCIONAL FUNDO DE INVESTIMENTO MULTIMERCADO;00806535;03403181;Artigo 8º, Inciso III;ART8III; 0;INFINITY INSTITUCIONAL FUNDO DE INVESTIMENTO MULTIMERCADO;2003-04-30;2003-02-27;2005-02-28;CANCELADA;2005-02-28;NA;2005-01-01;2005-12-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIF;  56;0;2020-05-29;   58962373,0;    44
05857973000165; SAFRA SMALL CAP FICFIA;0;SAFRA SMALL CAP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;06947853;62180047;Artigo 8º, Inciso II, 'a';ART8IIA; 0;SAFRA SMALL CAP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2005-02-10;2003-08-22;NA;EM FUNCIONAMENTO NORMAL;2005-02-01;2003-09-11;2019-10-01;2020-09-30;Fundo de Ações;2005-02-01;OUTROS;Aberto;S;N;NA;N;  0;NA;3.5;NA;202077997.46;2020-05-29;NA;   3;0;2020-05-29;  202077997,5;  4131
05862906000139; BNP Paribas Targus FIC FI Renda Fixa Crédito Privado;0;BNP PARIBAS TARGUS FIC DE FUNDOS DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;01522368;02562663;Artigo 7º, Inciso VII, 'b';ART7VIIB; 1;BNP PARIBAS TARGUS FIC DE FUNDOS DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;2005-05-30;2005-05-30;NA;EM FUNCIONAMENTO NORMAL;2005-05-30;2005-05-30;2020-01-01;2020-12-31;Fundo de Renda Fixa;2016-03-21;NA;Aberto;S;N;S;N;  0;NA;0.34;NA;573381519.94;2020-05-29;NA;   1;0;2020-05-29;  573381519,9;   999
05900798000141; FIA CAIXA DIVIDENDOS;0;FUNDO DE INVESTIMENTO EM AÇÕES CAIXA DIVIDENDOS;00360305;00360305;Artigo 8º, Inciso II, 'a';ART8IIA; 1;FUNDO DE INVESTIMENTO EM AÇÕES CAIXA DIVIDENDOS;2004-12-22;2003-09-30;NA;EM FUNCIONAMENTO NORMAL;2004-12-02;2003-10-03;2019-10-01;2020-09-30;Fundo de Ações;2004-12-02;NA;Aberto;N;N;NA;N;  0;NA;1.5;NA;254712289.30;2020-05-29;NA;  83;0;2020-05-29;  254712289,3;  5742
05962491000175; BB MACRO FIC MULTIMERCADO LP;0;BB MULTIMERCADO MACRO LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;30822936;30822936;Artigo 8º, Inciso III;ART8III; 1;BB MULTIMERCADO MACRO LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2005-03-29;2003-12-08;NA;EM FUNCIONAMENTO NORMAL;2005-01-24;2003-12-08;2020-04-01;2021-03-31;Fundo Multimercado;2005-01-24;DI de um dia;Aberto;S;N;S;N;  0;NA;1.5;NA;1740880370.31;2020-05-29;NA;   6;0;2020-05-29; 1740880370,3; 32649
05962491000175; BB MACRO FIC MULTIMERCADO LP;0;BB MULTIMERCADO MACRO LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;30822936;30822936;Artigo 8º, Inciso III;ART8III; 1;BB MULTIMERCADO MACRO LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2003-12-08;2003-12-08;2005-01-24;CANCELADA;2005-01-24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FACFIF;   6;0;2020-05-29; 1740880370,3; 32649
05983641000127; BRADESCO TOPAZIO FIC RENDA FIXA REFERENCIADO DI;0;NA;NA;NA;NA;NA;NA;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RF REFERENCIADO DI TOPÁZIO;2005-03-23;2004-04-01;NA;EM FUNCIONAMENTO NORMAL;2005-03-11;2004-04-01;2020-06-01;2021-05-31;Fundo de Renda Fixa;2016-06-24;DI de um dia;Aberto;S;N;S;N;  0;NA;1.5;NA;582745484.38;2020-05-29;NA;   1;0;2020-05-29;  582745484,4; 16848
05983641000127; BRADESCO TOPAZIO FIC RENDA FIXA REFERENCIADO DI;0;NA;NA;NA;NA;NA;NA;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RF REFERENCIADO DI TOPÁZIO;2004-04-01;2004-04-01;2005-03-11;CANCELADA;2005-03-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FACFIF;   1;0;2020-05-29;  582745484,4; 16848
06018364000185; PREMIUM FIDC SÊNIOR;1;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - FIDC PREMIUM;03317692;09204714;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - FIDC PREMIUM;2003-12-11;2003-12-11;NA;EM FUNCIONAMENTO NORMAL;2003-12-11;NA;2019-06-01;2020-05-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIDC;  67;0;NA;NA;NA
06051151000155; SICREDI FIA IBOVESPA;0;SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES IBOVESPA;01181521;92886662;Artigo 8º, Inciso II, 'a';ART8IIA; 1;SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES IBOVESPA;2011-10-04;2011-08-18;NA;EM FUNCIONAMENTO NORMAL;2011-09-30;2011-09-30;2020-01-01;2020-12-31;Fundo de Ações;2011-08-18;Ibovespa;Aberto;N;N;NA;N;  0;NA;2;NA;295000541.28;2020-05-29;NA;  31;0;2020-05-29;  295000541,3;  8975
06086158000102; SANTOS CREDIT MASTER FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;1;SANTOS CREDIT MASTER FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;92904564;03804066;Artigo 7º, Inciso VII, 'b';ART7VIIB; 0;SANTOS CREDIT MASTER FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2005-10-14;2004-04-15;NA;EM FUNCIONAMENTO NORMAL;2005-09-29;2004-05-17;2019-10-01;2020-09-30;Fundo de Renda Fixa;2005-09-29;OUTROS;Aberto;N;N;S;N;  0;NA;2;NA;3104198.88;2020-05-29;NA;   7;0;2020-05-29;    3104198,9;   195
06086158000102; SANTOS CREDIT MASTER FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;1;SANTOS CREDIT MASTER FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;92904564;03804066;Artigo 7º, Inciso VII, 'b';ART7VIIB; 0;SANTOS CREDIT MASTER FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2004-05-17;2004-04-15;2005-09-29;CANCELADA;2005-09-29;NA;2005-04-01;2006-03-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIF;   7;0;2020-05-29;    3104198,9;   195
06095438000187; SANTANDER FIC FI INSTITUCIONAL RF;0;SANTANDER FIC FI INSTITUCIONAL RENDA FIXA;90400888;10231177;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;SANTANDER FIC FI INSTITUCIONAL RENDA FIXA;2005-04-15;2003-11-17;NA;EM FUNCIONAMENTO NORMAL;2005-03-31;2004-08-24;2019-07-01;2020-06-30;Fundo de Renda Fixa;2006-04-12;DI de um dia;Aberto;S;N;S;N;  0;NA;0.3;NA;470715164.68;2020-05-29;NA;   2;0;2020-05-29;  470715164,7;   172
06095438000187; SANTANDER FIC FI INSTITUCIONAL RF;0;SANTANDER FIC FI INSTITUCIONAL RENDA FIXA;90400888;10231177;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;SANTANDER FIC FI INSTITUCIONAL RENDA FIXA;2004-08-24;2003-11-17;2005-03-31;CANCELADA;2005-03-31;NA;2005-07-01;2006-06-30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FACFIF;   2;0;2020-05-29;  470715164,7;   172
06124241000129; BNB PLUS FIC RENDA FIXA LP;0;BNB PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;62318407;07237373;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;BNB PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2005-03-29;2004-03-12;NA;EM FUNCIONAMENTO NORMAL;2005-03-21;2004-03-12;2020-04-01;2021-03-31;Fundo de Renda Fixa;2005-03-21;DI de um dia;Aberto;S;N;S;N;  0;NA;0.5;NA;1048561082.65;2020-05-29;NA;  38;0;2020-05-29; 1048561082,6;  3648
06124241000129; BNB PLUS FIC RENDA FIXA LP;0;BNB PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;62318407;07237373;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;BNB PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2004-03-12;2004-03-12;2005-03-21;CANCELADA;2005-03-21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIF;  38;0;2020-05-29; 1048561082,6;  3648
06124248000140; BNB FI MULTIMERCADO;0;NA;NA;NA;NA;NA;NA;BNB FUNDO DE INVESTIMENTO MULTIMERCADO LONGO PRAZO;2005-03-29;2004-03-15;NA;EM FUNCIONAMENTO NORMAL;2005-03-21;2004-03-15;2020-04-01;2021-03-31;Fundo Multimercado;2005-03-21;NA;Aberto;N;N;S;N;  0;NA;1.4;NA;3058355.92;2020-05-29;NA;   2;0;2020-05-29;    3058355,9;   138
06124248000140; BNB FI MULTIMERCADO;0;NA;NA;NA;NA;NA;NA;BNB FUNDO DE INVESTIMENTO MULTIMERCADO LONGO PRAZO;2004-03-15;2004-03-15;2005-03-21;CANCELADA;2005-03-21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIF;   2;0;2020-05-29;    3058355,9;   138
06175696000173; Itaú FIC Soberano Renda Fixa;0;ITAÚ SOBERANO RENDA FIXA SIMPLES LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVEST;60701190;60701190;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;ITAÚ SOBERANO RENDA FIXA SIMPLES LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVEST;2004-12-30;2004-03-12;NA;EM FUNCIONAMENTO NORMAL;2004-12-29;2004-07-02;2019-11-01;2020-10-31;Fundo de Renda Fixa;2015-11-06;DI de um dia;Aberto;S;N;S;N;NA;NA;0.15;NA;19315305817.04;2020-05-29;NA;  70;0;2020-05-29;19315305817,0;  2027
06175696000173; Itaú FIC Soberano Renda Fixa;0;ITAÚ SOBERANO RENDA FIXA SIMPLES LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVEST;60701190;60701190;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;ITAÚ SOBERANO RENDA FIXA SIMPLES LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVEST;2004-07-02;2004-03-12;2004-12-29;CANCELADA;2004-12-29;NA;2005-03-01;2006-02-28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIF;  70;0;2020-05-29;19315305817,0;  2027
06224719000192; ICATU VANGUARDA AÇÕES IBX FUNDO DE INVESTIMENTO;0;ICATU VANGUARDA AÇÕES IBX FUNDO DE INVESTIMENTO;00066670;68622174;Artigo 8º, Inciso I, 'a';ART8IA; 1;ICATU VANGUARDA AÇÕES IBX FUNDO DE INVESTIMENTO;2005-04-05;2004-04-13;NA;EM FUNCIONAMENTO NORMAL;2005-03-24;2004-05-18;2019-07-01;2020-06-30;Fundo de Ações;2005-03-24;IBrX;Aberto;N;N;NA;N; 20;-;0.55;NA;144346189.22;2020-05-29;NA;   7;0;2020-05-29;  144346189,2;    55
06224719000192; ICATU VANGUARDA AÇÕES IBX FUNDO DE INVESTIMENTO;0;ICATU VANGUARDA AÇÕES IBX FUNDO DE INVESTIMENTO;00066670;68622174;Artigo 8º, Inciso I, 'a';ART8IA; 1;ICATU VANGUARDA AÇÕES IBX FUNDO DE INVESTIMENTO;2004-05-18;2003-11-11;2004-05-19;CANCELADA;2004-05-19;NA;2005-01-01;2005-12-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FIF;   7;0;2020-05-29;  144346189,2;    55
06234360000134; SAFRA FIC FIA SELECTION;0;SAFRA SELECTION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;06947853;03017677;Artigo 8º, Inciso II, 'a';ART8IIA; 1;SAFRA SELECTION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2005-02-10;2004-03-31;NA;EM FUNCIONAMENTO NORMAL;2005-02-01;2004-05-18;2019-07-01;2020-06-30;Fundo de Ações;2005-02-01;Ibovespa;Aberto;S;N;NA;N;  0;NA;3.5;NA;215166081.71;2020-05-29;NA;   6;0;2020-05-29;  215166081,7;  3478
06251554000148; BB AÇÕES ALOCAÇÃO ETF FIA;0;BB AÇÕES ALOCAÇÃO ETF FUNDO DE INVESTIMENTO EM AÇÕES;30822936;30822936;Artigo 8º, Inciso II, 'b';ART8IIB; 1;BB AÇÕES ALOCAÇÃO ETF FUNDO DE INVESTIMENTO EM AÇÕES;2005-03-21;2004-05-13;NA;EM FUNCIONAMENTO NORMAL;2005-03-12;2004-07-13;2019-10-01;2020-09-30;Fundo de Ações;2007-01-05;IBrX-50;Aberto;N;N;N;N;  0;NA;0.87;NA;152262042.45;2020-05-29;NA;   4;0;2020-05-29;  152262042,4;  6527
