ident_ativo;nm_ativo;eh_fundo_vedado;nm_fundo;cnpj_admin;cnpj_gestor;enquad_sprev;enquad_sprev_pad;atende_art15;TP_FUNDO;DENOM_SOCIAL;DT_REG;DT_CONST;DT_CANCEL;SIT;DT_INI_SIT;DT_INI_EXERC;DT_FIM_EXERC;qtd_rpps_investindo;eh_investigado;DT_COMPTC;VL_PATRIM_LIQ;NR_COTST
04192419000143; WESTERN ASSET RENDA FIXA ATIVO MAX FI;0;WESTERN ASSET RENDA FIXA ATIVO MAX FUNDO DE INVESTIMENTO;01522368;07437241;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;FIF;WESTERN ASSET RENDA FIXA ATIVO MAX FUNDO DE INVESTIMENTO;2004-10-01;2004-09-29;2005-03-14;CANCELADA;2005-03-14;2005-07-01;2006-06-30;   1;0;2020-05-29;  220009821;   131
04288966000127; BB RENDA FIXA CURTO PRAZO SUPREMO SETOR PÚBLICO;0;BB RENDA FIXA CURTO PRAZO AUTOMÁTICO SETOR PUBLICO FIC FI;30822936;30822936;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;FACFIF;BB RENDA FIXA CURTO PRAZO AUTOMÁTICO SETOR PUBLICO FIC FI;2003-04-30;2002-07-15;2005-03-24;CANCELADA;2005-03-24;NA;NA; 187;0;2020-05-29;65153716206;167918
04362333000111; BNP PARIBAS ACE IBRX FI FIA;0;BNP PARIBAS ACE IBRX FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO AÇÕES;01522368;02562663;Artigo 8º, Inciso I, 'a';ART8IA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   3;0;2020-05-29;   14778535;    26
04682022000130; SANTANDER FIC FI TIT PUB RF REF DI;0;SANTANDER FIC FI TITULOS PUBLICOS RENDA FIXA REFERENCIADO DI;90400888;10231177;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;FIF;SANTANDER FIC FI TITULOS PUBLICOS RENDA FIXA REFERENCIADO DI;2003-04-30;2001-10-17;2005-03-31;CANCELADA;2005-03-31;2005-04-01;2006-03-31;   3;0;2020-05-29; 2166386326;  2151
04764174000181; Itaú Institucional Multimercado Active Fix;0;INSTITUTIONAL ACTIVE FIX IB - MULTIMERCADO FUNDO DE INVESTIMENTO;60701190;60701190;Artigo 8º, Inciso III;ART8III; 1;FIF;INSTITUTIONAL ACTIVE FIX IB - MULTIMERCADO FUNDO DE INVESTIMENTO;2003-04-30;2001-10-25;2005-03-14;CANCELADA;2005-03-14;2004-05-01;2005-04-30;   7;0;2020-05-29; 2240410862;   140
04828795000181; BANRISUL PATRIMONIAL FI RENDA FIXA LP;0;BANRISUL PATRIMONIAL FUNDO DE INVESTIMENTO RENDA FIXA DE LONGO PRAZO;92702067;93026847;Artigo 7º, Inciso I, 'b';ART7IB; 1;FIF;BANRISUL PATRIMONIAL FUNDO DE INVESTIMENTO RENDA FIXA DE LONGO PRAZO;2003-04-30;2002-07-25;2005-03-31;CANCELADA;2005-03-31;NA;NA; 164;0;2020-05-29;  444337202;   160
04857834000179; BB COMERCIAL 17 FIC RENDA FIXA LP;0;BB RENDA FIXA LONGO PRAZO SELIC FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;30822936;30822936;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;FACFIF;BB RENDA FIXA LONGO PRAZO SELIC FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2003-05-29;2003-05-29;2005-03-31;CANCELADA;2005-03-31;NA;NA;   2;0;2020-05-29; 2461551923; 16494
04871634000170; FUNDO SOBERANO RENDA FIXA CURTO PRAZO;0;SANTANDER FIC FI SOBERANO RENDA FIXA CURTO PRAZO;90400888;10231177;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;FIF;SANTANDER FIC FI SOBERANO RENDA FIXA CURTO PRAZO;2003-04-30;2002-07-12;2005-01-01;CANCELADA;2005-01-01;NA;NA;   1;0;2020-05-29;   41294028;    25
04877280000171; SANTOS CREDIT YIELD FI RENDA FIXA CRÉDITO PRIVADO;1;SANTOS CREDIT YIELD FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;92904564;03804066;Artigo 7º, Inciso VII, 'b';ART7VIIB; 0;FIF;SANTOS CREDIT YIELD FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2003-04-30;2002-10-18;2005-09-29;CANCELADA;2005-09-29;NA;NA;  25;0;2020-05-29;   31954486;   749
04881682000140; BB AÇÕES VALE;0;BB AÇÕES VALE FUNDO DE INVESTIMENTO;30822936;30822936;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   5;0;2020-05-29;  734454335; 32694
04885820000169; CAIXA FI AÇÕES VALE DO RIO DOCE;0;FUNDO DE INVESTIMENTO EM AÇÕES CAIXA VALE DO RIO DOCE;00360305;00360305;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   5;0;2020-05-29;  548307885; 18306
05073656000158; ITAÚ IMA-B ATIVO FIC RENDA FIXA;0;ITAÚ RENDA FIXA IMA-B ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;60701190;60701190;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;FIF;ITAÚ RENDA FIXA IMA-B ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2003-04-30;2002-05-10;2005-03-11;CANCELADA;2005-03-11;2005-01-01;2005-12-31;  51;0;2020-05-29;  418397515;    90
05100191000187; BB DIVIDENDOS FIC AÇÕES;0;BB AÇÕES DIVIDENDOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;30822936;30822936;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  56;0;2020-05-29;  851341431; 32548
05100213000109; BB AÇÕES EXPORTAÇÃO FIC FI;0;BB AÇÕES EXPORTAÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;30822936;30822936;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   3;0;2020-05-29;   66719019;  5230
05100221000155; BB AÇÕES SMALL CAPS FIC DE FI;0;BB AÇÕES SMALL CAPS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;30822936;30822936;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  34;0;2020-05-29;  378598296; 18971
05102500000158; BB AUTOMÁTICO MAIS FIC RENDA FIXA CURTO PRAZO;0;BB RENDA FIXA CURTO PRAZO AUTOMATICO MAIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;30822936;30822936;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;FACFIF;BB RENDA FIXA CURTO PRAZO AUTOMATICO MAIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2003-04-30;2002-06-26;2005-03-24;CANCELADA;2005-03-24;NA;NA;   3;0;2020-05-29;20113232613;984773
05104498000156; BNP PARIBAS INFLAÇÃO FIC RENDA FIXA;0;BNP PARIBAS INFLAÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;01522368;02562663;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;FIF;BNP PARIBAS INFLAÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;2003-04-30;2002-10-07;2005-03-21;CANCELADA;2005-03-21;NA;NA;   7;0;2020-05-29;  306753506;  9849
05114716000133; CAIXA FÁCIL FIC RENDA FIXA SIMPLES;0;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA FÁCIL RENDA FIXA SIMPLES;00360305;00360305;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;FIF;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA FÁCIL RENDA FIXA SIMPLES;2003-04-30;2003-02-24;2004-12-02;CANCELADA;2004-12-02;NA;NA;  27;0;2020-05-29;  426869339; 27942
05164356000184; CAIXA FI BRASIL TÍTULOS PÚBLICOS RF;0;FUNDO DE INVESTIMENTO CAIXA BRASIL TÍTULOS PÚBLICOS RENDA FIXA LONGO PRAZO;00360305;00360305;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 362;0;2020-05-29; 4436706354;   437
05164358000173; CAIXA ALIANÇA TÍTULOS PÚBLICOS FI RENDA FIXA;0;FUNDO DE INVESTIMENTO CAIXA ALIANÇA TÍTULOS PÚBLICOS RENDA FIXA;00360305;00360305;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 111;0;2020-05-29;  291781777;   105
05164364000120; CAIXA FI RS TP RF LP;0;FUNDO DE INVESTIMENTO CAIXA RS TÍTULOS PÚBLICOS RENDA FIXA LONGO PRAZO;00360305;00360305;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  99;0;2020-05-29;  238422961;    86
05357507000110; BANESTES INSTITUCIONAL RENDA FIXA;0;BANESTES INSTITUCIONAL FUNDO DE INVESTIMENTO RENDA FIXA;28127603;28156057;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;FIF;BANESTES INSTITUCIONAL FUNDO DE INVESTIMENTO RENDA FIXA;2003-04-30;2003-02-21;2005-04-15;CANCELADA;2005-04-15;NA;NA;  22;0;2020-05-29;  225670768;   202
05500127000193; INFINITY INSTITUCIONAL FI MULTIMERCADO;0;INFINITY INSTITUCIONAL FUNDO DE INVESTIMENTO MULTIMERCADO;00806535;03403181;Artigo 8º, Inciso III;ART8III; 0;FIF;INFINITY INSTITUCIONAL FUNDO DE INVESTIMENTO MULTIMERCADO;2003-04-30;2003-02-27;2005-02-28;CANCELADA;2005-02-28;2005-01-01;2005-12-31;  56;0;2020-05-29;   58962373;    44
05857973000165; SAFRA SMALL CAP FICFIA;0;SAFRA SMALL CAP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;06947853;62180047;Artigo 8º, Inciso II, 'a';ART8IIA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   3;0;2020-05-29;  202077997;  4131
05862906000139; BNP Paribas Targus FIC FI Renda Fixa Crédito Privado;0;BNP PARIBAS TARGUS FIC DE FUNDOS DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;01522368;02562663;Artigo 7º, Inciso VII, 'b';ART7VIIB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   1;0;2020-05-29;  573381520;   999
05900798000141; FIA CAIXA DIVIDENDOS;0;FUNDO DE INVESTIMENTO EM AÇÕES CAIXA DIVIDENDOS;00360305;00360305;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  83;0;2020-05-29;  254712289;  5742
05962491000175; BB MACRO FIC MULTIMERCADO LP;0;BB MULTIMERCADO MACRO LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;30822936;30822936;Artigo 8º, Inciso III;ART8III; 1;FACFIF;BB MULTIMERCADO MACRO LP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2003-12-08;2003-12-08;2005-01-24;CANCELADA;2005-01-24;NA;NA;   6;0;2020-05-29; 1740880370; 32649
05983641000127; BRADESCO TOPAZIO FIC RENDA FIXA REFERENCIADO DI;0;NA;NA;NA;NA;NA;NA;FACFIF;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RF REFERENCIADO DI TOPÁZIO;2004-04-01;2004-04-01;2005-03-11;CANCELADA;2005-03-11;NA;NA;   1;0;2020-05-29;  582745484; 16848
06018364000185; PREMIUM FIDC SÊNIOR;1;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - FIDC PREMIUM;03317692;09204714;Artigo 7º, Inciso VII, 'a';ART7VIIA; 0;FIDC;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - FIDC PREMIUM;2003-12-11;2003-12-11;NA;EM FUNCIONAMENTO NORMAL;2003-12-11;2019-06-01;2020-05-31;  67;0;NA;NA;NA
06051151000155; SICREDI FIA IBOVESPA;0;SICREDI - FUNDO DE INVESTIMENTO EM AÇÕES IBOVESPA;01181521;92886662;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  31;0;2020-05-29;  295000541;  8975
06086158000102; SANTOS CREDIT MASTER FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;1;SANTOS CREDIT MASTER FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;92904564;03804066;Artigo 7º, Inciso VII, 'b';ART7VIIB; 0;FIF;SANTOS CREDIT MASTER FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2004-05-17;2004-04-15;2005-09-29;CANCELADA;2005-09-29;2005-04-01;2006-03-31;   7;0;2020-05-29;    3104199;   195
06095438000187; SANTANDER FIC FI INSTITUCIONAL RF;0;SANTANDER FIC FI INSTITUCIONAL RENDA FIXA;90400888;10231177;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;FACFIF;SANTANDER FIC FI INSTITUCIONAL RENDA FIXA;2004-08-24;2003-11-17;2005-03-31;CANCELADA;2005-03-31;2005-07-01;2006-06-30;   2;0;2020-05-29;  470715165;   172
06124241000129; BNB PLUS FIC RENDA FIXA LP;0;BNB PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;62318407;07237373;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;FIF;BNB PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2004-03-12;2004-03-12;2005-03-21;CANCELADA;2005-03-21;NA;NA;  38;0;2020-05-29; 1048561083;  3648
06124248000140; BNB FI MULTIMERCADO;0;NA;NA;NA;NA;NA;NA;FIF;BNB FUNDO DE INVESTIMENTO MULTIMERCADO LONGO PRAZO;2004-03-15;2004-03-15;2005-03-21;CANCELADA;2005-03-21;NA;NA;   2;0;2020-05-29;    3058356;   138
06175696000173; Itaú FIC Soberano Renda Fixa;0;ITAÚ SOBERANO RENDA FIXA SIMPLES LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVEST;60701190;60701190;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;FIF;ITAÚ SOBERANO RENDA FIXA SIMPLES LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVEST;2004-07-02;2004-03-12;2004-12-29;CANCELADA;2004-12-29;2005-03-01;2006-02-28;  70;0;2020-05-29;19315305817;  2027
06224719000192; ICATU VANGUARDA AÇÕES IBX FUNDO DE INVESTIMENTO;0;ICATU VANGUARDA AÇÕES IBX FUNDO DE INVESTIMENTO;00066670;68622174;Artigo 8º, Inciso I, 'a';ART8IA; 1;FIF;ICATU VANGUARDA AÇÕES IBX FUNDO DE INVESTIMENTO;2004-05-18;2003-11-11;2004-05-19;CANCELADA;2004-05-19;2005-01-01;2005-12-31;   7;0;2020-05-29;  144346189;    55
06234360000134; SAFRA FIC FIA SELECTION;0;SAFRA SELECTION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;06947853;03017677;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   6;0;2020-05-29;  215166082;  3478
06251554000148; BB AÇÕES ALOCAÇÃO ETF FIA;0;BB AÇÕES ALOCAÇÃO ETF FUNDO DE INVESTIMENTO EM AÇÕES;30822936;30822936;Artigo 8º, Inciso II, 'b';ART8IIB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   4;0;2020-05-29;  152262042;  6527
06301947000119; Novus Capital Institucional FIC FIM;0;NOVUS INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;62418140;15388425;Artigo 8º, Inciso III;ART8III; 1;FIF;NOVUS INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2004-11-09;2004-06-09;2005-01-25;CANCELADA;2005-01-25;2005-07-01;2006-06-30;   2;0;2020-05-29;  346539932;  7509
06916384000173; BRADESCO FUNDO DE INVESTIMENTO EM AÇÕES DIVIDENDOS;0;BRADESCO FUNDO DE INVESTIMENTO EM AÇÕES DIVIDENDOS;00066670;62375134;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  47;0;2020-05-29; 1845404611;  2295
06988623000109; BRADESCO FUNDO DE INVESTIMENTO EM AÇÕES MID SMALL CAPS;0;BRADESCO FUNDO DE INVESTIMENTO EM AÇÕES MID SMALL CAPS;00066670;62375134;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  82;0;2020-05-29; 1839190673;  2120
07111384000169; BB PREVIDENCIÁRIO RENDA FIXA IRF-M TÍTULOS PÚBLICOS;0;BB PREVIDENCIÁRIO RENDA FIXA IRF-M TÍTULOS PÚBLICOS FUNDO DE INVESTIMENTO;30822936;30822936;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 801;0;2020-05-29; 4981094635;   709
07124064000143; BRZ VALOR FIC AÇÕES;0;GROU VALOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;02201501;22057987;Artigo 8º, Inciso II, 'a';ART8IIA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   2;0;2020-05-29;   49782237;   102
07152170000130; XP INVESTOR FIA;0;XP INVESTOR FUNDO DE INVESTIMENTO DE AÇÕES;62418140;07625200;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   9;0;2020-05-29;  340807655;  3357
07184920000156; SANTANDER FI PIBB AÇÕES;0;SANTANDER FUNDO DE INVESTIMENTO PIBB AÇÕES;90400888;10231177;Artigo 8º, Inciso I, 'a';ART8IA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   2;0;2020-05-29;   58926229;  2501
07187570000181; BRADESCO FIC DE FI REFERENCIADO DI PODER PUBLICO;0;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RF REFERENCIADO DI PODER PUBLICO;60746948;62375134;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   6;0;2020-05-29;  192445974;    80
07187751000108; Bradesco Previdenciário FIA Governança;0;BRADESCO FUNDO DE INVESTIMENTO EM AÇÕES SUSTENTABILIDADE EMPRESARIAL;00066670;62375134;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   3;0;2020-05-29;   11263522;     3
07214377000192; BB RF DIFERENCIADO SETOR PÚBLICO;0;BB RENDA FIXA CURTO PRAZO DIFERENCIADO SETOR PÚBLICO FIC FI;30822936;30822936;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  10;1;2020-05-29;22505042372;  1144
07277931000180; SICREDI FI RF PERFORMANCE LP;0;SICREDI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA PERFORMANCE LONGO PRAZO;01181521;03795072;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  62;0;2020-05-29;  752260472;  4839
07279657000189; AZ QUEST AÇÕES FIC FI DE AÇÕES;0;AZ QUEST AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;00066670;04506394;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  45;0;2020-05-29;  752971612; 12825
07351138000184; BRB FIC DE FI RENDA FIXA PUBLICO LP 5000;0;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM RENDA FIXA BRB SIMPLES TESOURO;33850686;33850686;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   1;0;2020-05-29;  262992870;  3945
07381653000107; SULAMÉRICA ATIVO FI RENDA FIXA LP;0;SUL AMÉRICA RENDA FIXA ATIVO FUNDO DE INVESTIMENTO LONGO PRAZO;00066670;21813291;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   4;0;2020-05-29;  789914322;  2437
07442078000105; BB PREVIDENCIÁRIO RENDA FIXA IMA-B TÍTULOS PÚBLICOS;0;BB PREVIDENCIÁRIO RENDA FIXA IMA-B TÍTULOS PÚBLICOS FUNDO DE INVESTIMENTO;30822936;30822936;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 786;0;2020-05-29; 5454809776;   669
07488106000125; VINCI GAS DIVIDENDOS FUNDO DE INVESTIMENTO EM AÇÕES;0;VINCI GAS DIVIDENDOS FUNDO DE INVESTIMENTO EM AÇÕES;00066670;10917835;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   4;0;2020-05-29;  572975387;   164
07539298000151; BTG PACTUAL IPCA FI RF;0;BTG PACTUAL TESOURO IPCA CURTO FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO;59281253;29650082;Artigo 7º, Inciso I, 'b';ART7IB; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   1;0;2020-05-29;  612958762; 24371
07672392000184; WESTERN ASSET LONG & SHORT FI MULTIMERCADO;0;WESTERN ASSET LONG & SHORT FUNDO DE INVESTIMENTO MULTIMERCADO;01522368;07437241;Artigo 8º, Inciso III;ART8III; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  20;0;2020-05-29;  176796104;    25
07686680000198; ITAÚ GOVERNANÇA CORP AÇÕES;0;ITAÚ GOVERNANÇA CORPORATIVA AÇÕES - FUNDO DE INVESTIMENTO;60701190;60701190;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   6;0;2020-05-29;   49233096;     6
07861554000122; BB PREVIDENCIARIO RF IMA B FI;0;BB PREVIDENCIÁRIO RENDA FIXA IMA-B FUNDO DE INVESTIMENTO;30822936;30822936;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 349;0;2020-05-29; 1446799170;   277
07882792000114; BB MULTI SETORIAL QUANTITATIVO FIC AÇÕES;0;BB AÇÕES MULTI SETORIAL QUANTITATIVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;30822936;30822936;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   6;0;2020-05-29;  130887840;  7585
07899238000140; META VALOR FIA;0;META VALOR FUNDO DE INVESTIMENTO DE AÇÕES;62232889;06088907;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  42;0;2020-05-29;  201254588;    50
07907396000102; SANTANDER FIC RENDA FIXA REFERENCIADO DI;0;SANTANDER FIC FI RENDA FIXA REFERENCIADO DI;90400888;10231177;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   3;0;2020-05-29;12225735068;   306
07967083000131; META PLUS FI MULTIMERCADO;0;META PLUS FUNDO DE INVESTIMENTO MULTIMERCADO;62232889;06088907;Artigo 8º, Inciso III;ART8III; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   4;0;2020-05-29;          0;     0
07972299000195; GERAÇÃO FUTURO PROGRAMADO IBOVESP ATIVO FI AÇÕES;0;GERAÇÃO FUTURO FUNDO DE INVESTIMENTO EM AÇÕES PROGRAMADO IBOVESPA ATIVO;27652684;09630188;Artigo 8º, Inciso II, 'a';ART8IIA; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;  12;0;NA;NA;NA
07986178000100; Caixa Supremo FIC Renda Fixa LP;0;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA SUPREMO RENDA FIXA LONGO PRAZO;00360305;00360305;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   3;0;2020-05-29;  398551942;  2929
08018849000102; BANESTES FIC FIA BTG PACTUAL ABSOLUTO INST;0;BANESTES FUNDO DE INVESTIMENTO EM COTAS DE FI DE AÇÕES BTG PACTUAL ABSOLUTO INSTITUCIONAL;28127603;28156057;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;  20;0;2020-05-29;  141474378;   273
08046355000123; CAIXA FI ACOES IBOVESPA ATIVO;0;FUNDO DE INVESTIMENTO EM AÇÕES CAIXA IBOVESPA ATIVO;00360305;00360305;Artigo 8º, Inciso II, 'a';ART8IIA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   5;0;2020-05-29;   80716595;  2887
08070814000104; AMAZONIA PERSONALIZADO RENDA FIXA LONGO PRAZO;0;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO AMAZONIA PERSONALIZADO RENDA FIXA LP;00360305;00360305;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   3;0;2020-05-29;   97141162;    27
08070841000187; CAIXA ALOCAÇÃO MACRO FIC MULTIMERCADO LP;0;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA ALOCAÇÃO MACRO MULT LONGO PRAZO;00360305;00360305;Artigo 8º, Inciso III;ART8III; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA; 190;0;2020-05-29; 4394194295; 18593
08156530000135; FRANKLIN TEMPLETON IBX FI AÇÕES;0;FRANKLIN IBX FUNDO DE INVESTIMENTO EM AÇÕES;00066670;04205311;Artigo 8º, Inciso I, 'a';ART8IA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   1;0;2020-05-29;    6740726;     2
08160794000162; SAFRA CARTEIRA INSTITUCIONAL FI MULTIMERCADO;0;SAFRA CARTEIRA INSTITUCIONAL - FUNDO DE INVESTIMENTO MULTIMERCADO;06947853;62180047;Artigo 8º, Inciso III;ART8III; 0;NA;NA;NA;NA;NA;NA;NA;NA;NA;   2;0;2020-05-29;  527792989;  1912
08215807000153; FUNDO DE INVESTIMENTO EM COTAS DE FI RF BANPARA REFERENCIADO DI LONGO PRAZO CREDITO PRIVADO;0;FUNDO DE INVESTIMENTO EM COTAS DE FI RF BANPARA REFERENCIADO DI LONGO PRAZO CREDITO PRIVADO;59281253;29650082;Artigo 7º, Inciso IV, 'a';ART7IVA; 1;NA;NA;NA;NA;NA;NA;NA;NA;NA;   4;0;2020-05-29;   12317155;    16
